NOMBRE_CIENTIFICO,NOMBRE_COMUN,NOMBRE_CIENTIFICO_RESOLUCION_POA,NOMBRE_COMUN_RESOLUCION_POA,BLOQUE,FAJA,CODIGO_ESPECIE,VOLUMEN_ESPECIE,DAP,AC,DMC,CONDICION,ESTADO,ZONA_UTM,COORDENADA_ESTE,COORDENADA_NORTE,PCA,OBSERVACION
Huberodendron swietenioides , Aguano masha,Huberodendron swietenioides , Aguano masha, ,44,816,8.674,100,17,51,Aprovechable,En Pie,18S,594568,9112799,PC 08,
Huberodendron swietenioides , Aguano masha,Huberodendron swietenioides , Aguano masha, ,12,4072,3.75,70,15,51,Semillero,En Pie,18S,597223,9114979,PC 08,
Huberodendron swietenioides , Aguano masha,Huberodendron swietenioides , Aguano masha, ,12,4073,8.164,100,16,51,Aprovechable,En Pie,18S,597059,9115028,PC 08,
Huberodendron swietenioides , Aguano masha,Huberodendron swietenioides , Aguano masha, ,13,4080,6.613,90,16,51,Aprovechable,En Pie,18S,597726,9114925,PC 08,
Huberodendron swietenioides , Aguano masha,Huberodendron swietenioides , Aguano masha, ,56,4648,7.088,63,35,51,Semillero,En Pie,18S,598636,9111931,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,41,45,6.467,65,30,41,Semillero,En Pie,18S,595369,9113021,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,41,66,4.898,80,15,41,Aprovechable,En Pie,18S,593462,9113026,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,26,93,5.407,87,14,41,Aprovechable,En Pie,18S,595463,9114040,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,26,98,4.018,75,14,41,Aprovechable,En Pie,18S,595705,9114036,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,67,764,7.654,100,15,41,Aprovechable,En Pie,18S,594152,9111158,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,44,823,4.245,80,13,41,Aprovechable,En Pie,18S,595107,9112764,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,61,1041,4.218,83,12,41,Aprovechable,En Pie,18S,593459,9111600,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,61,1048,7.251,70,29,41,Semillero,En Pie,18S,593985,9111545,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,61,1064,4.055,85,11,41,Aprovechable,En Pie,18S,594381,9111562,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,61,1090,3.1,45,30,41,Semillero,En Pie,18S,595304,9111605,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,61,1091,3.699,50,29,41,Semillero,En Pie,18S,595310,9111603,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,61,1095,2.204,60,12,41,Aprovechable,En Pie,18S,595401,9111611,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,65,1276,4.079,73,15,41,Aprovechable,En Pie,18S,593773,9111267,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,31,1325,3.5,70,14,41,Aprovechable,En Pie,18S,595933,9113658,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,31,1343,6.322,88,16,41,Aprovechable,En Pie,18S,594460,9113686,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,54,1368,4.126,76,14,41,Aprovechable,En Pie,18S,594093,9112056,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,54,1373,8.644,110,14,41,Aprovechable,En Pie,18S,594274,9112093,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,54,1374,4.409,60,24,41,Semillero,En Pie,18S,594363,9112069,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,54,1393,4.245,80,13,41,Aprovechable,En Pie,18S,595470,9112075,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,55,1508,3.5,70,14,41,Aprovechable,En Pie,18S,595757,9111989,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,55,1528,3.5,70,14,41,Aprovechable,En Pie,18S,594547,9111983,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,50,1553,4.592,75,16,41,Aprovechable,En Pie,18S,593441,9112360,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,62,1567,3.75,70,15,41,Aprovechable,En Pie,18S,593806,9111496,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,60,1710,3,70,12,41,Aprovechable,En Pie,18S,595918,9111631,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,60,1714,3.731,75,13,41,Aprovechable,En Pie,18S,595592,9111676,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,60,1733,4.572,80,14,41,Aprovechable,En Pie,18S,594494,9111628,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,74,1768,4.133,90,10,41,Aprovechable,En Pie,18S,593639,9110687,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,62,2032,5.786,90,14,41,Aprovechable,En Pie,18S,594559,9111538,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,82,2079,4.409,60,24,41,Semillero,En Pie,18S,594975,9110112,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,82,2080,4.245,80,13,41,Aprovechable,En Pie,18S,594984,9110127,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,72,2356,4.471,74,16,41,Aprovechable,En Pie,18S,595483,9110793,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,72,2366,6.447,95,14,41,Aprovechable,En Pie,18S,594754,9110800,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,78,2385,5.161,85,14,41,Aprovechable,En Pie,18S,593817,9110399,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,74,2412,2.296,75,8,41,Aprovechable,En Pie,18S,595557,9110713,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,75,2445,2,70,8,41,Aprovechable,En Pie,18S,594762,9110619,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,74,2492,4.572,80,14,41,Aprovechable,En Pie,18S,594121,9109883,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,74,2494,2.835,63,14,41,Aprovechable,En Pie,18S,594099,9109906,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,39,2974,2.572,60,14,41,Semillero,En Pie,18S,596552,9113110,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,38,2996,2.939,60,16,41,Aprovechable,En Pie,18S,597290,9113181,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,87,3028,2.803,65,13,41,Aprovechable,En Pie,18S,595546,9109762,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,48,3038,7.654,100,15,41,Aprovechable,En Pie,18S,598066,9112488,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,44,3747,7.026,90,17,41,Aprovechable,En Pie,18S,596617,9112774,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,24,3798,4.424,85,12,41,Aprovechable,En Pie,18S,596472,9114145,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,30,4033,3.88,65,18,41,Aprovechable,En Pie,18S,596071,9113751,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,29,4124,2.587,65,12,41,Aprovechable,En Pie,18S,596025,9113797,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,29,4147,2.803,65,13,41,Aprovechable,En Pie,18S,598263,9113822,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,59,4184,1.765,62,9,41,Aprovechable,En Pie,18S,598227,9111693,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,58,4200,1.899,61,10,41,Aprovechable,En Pie,18S,596272,9111782,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,26,4216,3.515,83,10,41,Aprovechable,En Pie,18S,598051,9114027,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,27,4249,2.43,63,12,41,Aprovechable,En Pie,18S,596097,9113967,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,58,4402,3.266,80,10,41,Aprovechable,En Pie,18S,596651,9111804,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,71,4429,2.5,70,10,41,Aprovechable,En Pie,18S,597450,9110906,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,71,4433,2.388,60,13,41,Aprovechable,En Pie,18S,597403,9110868,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,70,4454,2.354,62,12,41,Aprovechable,En Pie,18S,596383,9110994,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,62,4579,3.75,70,15,41,Aprovechable,En Pie,18S,597035,9111520,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,57,4615,5.833,82,17,41,Aprovechable,En Pie,18S,596183,9111861,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,56,4643,3.775,68,16,41,Semillero,En Pie,18S,597949,9111972,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,55,4795,4.245,80,13,41,Aprovechable,En Pie,18S,596877,9111990,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,55,4797,5.898,85,16,41,Aprovechable,En Pie,18S,597030,9112008,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,60,4839,4.96,60,27,41,Semillero,En Pie,18S,596699,9111650,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,61,4852,4.25,70,17,41,Aprovechable,En Pie,18S,596721,9111584,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,67,4951,8.644,110,14,41,Aprovechable,En Pie,18S,596484,9111153,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,66,4982,3.5,70,14,41,Aprovechable,En Pie,18S,597179,9111243,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,81,5144,6.601,75,23,41,Semillero,En Pie,18S,596964,9110172,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,91,5191,8.164,100,16,41,Aprovechable,En Pie,18S,596365,9109488,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,86,5333,3.444,75,12,41,Aprovechable,En Pie,18S,596062,9109849,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,72,5359,2.228,63,11,41,Aprovechable,En Pie,18S,597440,9110829,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,76,5415,5.511,60,30,41,Semillero,En Pie,18S,596037,9110502,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,83,5617,4.424,85,12,41,Aprovechable,En Pie,18S,597427,9110041,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,80,5702,4.634,58,27,41,Semillero,En Pie,18S,597097,9110265,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,49,5920,2.949,85,8,41,Aprovechable,En Pie,18S,598087,9112392,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,88,6301,4.592,75,16,41,Aprovechable,En Pie,18S,597419,9109694,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,20,9013,4.96,60,27,41,Semillero,En Pie,18S,597377,9114452,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,31,9143,15.348,80,47,41,Semillero,En Pie,18S,595421,9113665,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,29,9227,5.511,60,30,41,Semillero,En Pie,18S,596584,9113846,PC 08,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F0,3632,4.312,65,20,41,Semillero,En Pie,18S,603119,9115829,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F1,3651,4.006,70,12,41,Aprovechable,En Pie,18S,603172,9115759,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F1,3665,3.234,65,15,41,Aprovechable,En Pie,18S,602196,9115779,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F10,2934,7.998,100,13,41,Aprovechable,En Pie,18S,601679,9115446,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F10,2936,7.671,72,29,41,Semillero,En Pie,18S,601736,9115116,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F11,2986,5.878,60,32,41,Semillero,En Pie,18S,602586,9115100,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F12,3308,8.506,100,12,41,Aprovechable,En Pie,18S,601465,9114994,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F12,3323,36.197,190,15,41,Aprovechable,En Pie,18S,602316,9115020,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F13,3373,6.63,96,11,41,Aprovechable,En Pie,18S,602792,9114948,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F13,3380,7.579,103,14,41,Aprovechable,En Pie,18S,602531,9114967,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F14,3142,4.776,60,26,41,Semillero,En Pie,18S,603152,9114883,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F15,2700,5.927,88,15,41,Aprovechable,En Pie,18S,600121,9114793,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F16,2727,4.51,75,11,41,Aprovechable,En Pie,18S,600125,9114722,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F16,3484,4.898,80,15,41,Aprovechable,En Pie,18S,601639,9114744,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F17,2079,3.844,80,9,41,Aprovechable,En Pie,18S,600107,9114665,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F17,2088,6.351,58,37,41,Semillero,En Pie,18S,600955,9114685,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F17,2093,6.807,100,11,41,Aprovechable,En Pie,18S,601311,9114671,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F17,4221,4,56,25,41,Semillero,En Pie,18S,603285,9114660,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F18,2094,5.874,85,15,41,Aprovechable,En Pie,18S,601287,9114595,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F18,2098,6.837,100,11,41,Aprovechable,En Pie,18S,601090,9114585,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F18,3781,8.627,100,14,41,Aprovechable,En Pie,18S,601324,9114600,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F18,3784,6.008,58,35,41,Semillero,En Pie,18S,601436,9114597,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F18,3787,7.896,105,12,41,Aprovechable,En Pie,18S,601629,9114580,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F18,3795,6.593,100,11,41,Aprovechable,En Pie,18S,602123,9114569,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F18,3047,4.519,80,10,41,Aprovechable,En Pie,18S,603041,9114634,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F19,3057,4.683,100,11,41,Aprovechable,En Pie,18S,603366,9114517,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F2,2619,6.798,73,25,41,Semillero,En Pie,18S,600338,9115730,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F23,4539,6.531,80,20,41,Aprovechable,En Pie,18S,603028,9114242,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F24,3518,5.143,60,28,41,Semillero,En Pie,18S,602016,9114181,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F25,3567,4.497,72,17,41,Aprovechable,En Pie,18S,603118,9114111,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F26,4505,4.057,85,9,41,Aprovechable,En Pie,18S,601644,9114059,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F26,4508,6.807,110,11,41,Aprovechable,En Pie,18S,601778,9114033,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F27,4538,8.506,100,12,41,Aprovechable,En Pie,18S,602863,9113979,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F3,1967,4.536,77,10,41,Aprovechable,En Pie,18S,599555,9115641,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F3,1985,5.329,59,30,41,Semillero,En Pie,18S,600540,9115647,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F3,3462,2.926,64,14,41,Aprovechable,En Pie,18S,601778,9115643,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F3,3463,3.75,70,15,41,Aprovechable,En Pie,18S,601719,9115653,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F3,3466,3.316,57,20,41,Semillero,En Pie,18S,601601,9115647,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F34,3012,6.415,90,12,41,Aprovechable,En Pie,18S,603073,9113468,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F35,3039,3,70,12,41,Aprovechable,En Pie,18S,601448,9113396,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F39,2910,8.674,100,17,41,Aprovechable,En Pie,18S,602570,9113196,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F4,3712,4.86,80,11,41,Aprovechable,En Pie,18S,601864,9115572,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F4,3713,5.73,90,11,41,Aprovechable,En Pie,18S,601862,9115588,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F4,3731,6.866,58,40,41,Semillero,En Pie,18S,603229,9115562,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F4,3734,8.138,110,11,41,Aprovechable,En Pie,18S,603338,9115556,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F40,2928,4.104,80,10,41,Aprovechable,En Pie,18S,601496,9113063,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F43,4009,5.63,90,11,41,Aprovechable,En Pie,18S,603783,9112859,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F43,4033,5.491,85,13,41,Aprovechable,En Pie,18S,602072,9112809,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F45,4328,8.27,100,13,41,Aprovechable,En Pie,18S,602820,9112700,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F46,1140,4.904,62,25,41,Semillero,En Pie,18S,600024,9112629,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F46,4621,5.511,60,30,41,Semillero,En Pie,18S,603296,9112537,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F46,4627,4.592,75,16,41,Aprovechable,En Pie,18S,602923,9112543,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F46,4638,12.147,115,18,41,Aprovechable,En Pie,18S,602288,9112556,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F46,4652,9.251,70,37,41,Semillero,En Pie,18S,601511,9112567,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F48,1542,28.368,160,18,41,Aprovechable,En Pie,18S,600611,9112499,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F48,3598,7.717,100,14,41,Aprovechable,En Pie,18S,601585,9112494,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F48,5037,7.545,65,35,41,Semillero,En Pie,18S,602852,9112509,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F49,1366,6.415,90,12,41,Aprovechable,En Pie,18S,600899,9112422,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F49,1370,9.525,110,11,41,Aprovechable,En Pie,18S,600789,9112414,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F49,5065,6.481,63,32,41,Semillero,En Pie,18S,603222,9112408,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F49,5093,6.205,80,19,41,Aprovechable,En Pie,18S,601516,9112417,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F5,3759,6.372,100,11,41,Aprovechable,En Pie,18S,602512,9115509,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F51,3242,7.968,90,13,41,Aprovechable,En Pie,18S,603388,9112286,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F52,966,4.418,80,10,41,Aprovechable,En Pie,18S,600817,9112063,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F52,970,4.44,72,13,41,Aprovechable,En Pie,18S,601234,9112050,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F52,4161,9.563,105,17,41,Aprovechable,En Pie,18S,601975,9112229,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F52,4179,3.651,70,12,41,Aprovechable,En Pie,18S,602550,9112310,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F52,4181,3.152,70,10,41,Aprovechable,En Pie,18S,602647,9112195,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F52,4198,8.906,100,14,41,Aprovechable,En Pie,18S,603375,9112222,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F55,800,5.786,90,14,41,Aprovechable,En Pie,18S,600962,9111997,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F56,5477,7.797,100,11,41,Aprovechable,En Pie,18S,602135,9111936,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F58,6065,8.716,100,14,41,Aprovechable,En Pie,18S,603775,9111814,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F59,6078,4.581,67,20,41,Semillero,En Pie,18S,603315,9111708,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F6,3906,16.266,140,13,41,Aprovechable,En Pie,18S,603559,9115425,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F62,5614,6.416,85,14,41,Aprovechable,En Pie,18S,601448,9111499,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F63,5659,3.038,61,16,41,Semillero,En Pie,18S,602091,9111455,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F68,6004,3,70,12,41,Semillero,En Pie,18S,603484,9111097,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F68,6012,2.749,67,12,41,Semillero,En Pie,18S,602762,9111100,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F69,5261,7.59,90,15,41,Aprovechable,En Pie,18S,601408,9111043,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F69,5287,2.831,68,12,41,Semillero,En Pie,18S,603001,9111043,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F7,3914,5.257,80,12,41,Aprovechable,En Pie,18S,603620,9115346,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F7,3942,4.771,80,11,41,Aprovechable,En Pie,18S,602458,9114462,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F70,5975,5.931,90,12,41,Aprovechable,En Pie,18S,603234,9110938,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F70,5990,5.878,60,32,41,Aprovechable,En Pie,18S,602160,9110961,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F70,5998,3.757,75,11,41,Aprovechable,En Pie,18S,601519,9110951,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F75,5822,6.696,90,12,41,Aprovechable,En Pie,18S,602268,9110616,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F78,4081,5.694,60,31,41,Semillero,En Pie,18S,603827,9110400,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F78,4083,7.192,100,10,41,Aprovechable,En Pie,18S,603352,9110364,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F78,4084,5.786,90,14,41,Aprovechable,En Pie,18S,603375,9110373,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F79,4064,6.429,60,35,41,Semillero,En Pie,18S,602888,9110322,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F8,3812,5.786,90,14,41,Aprovechable,En Pie,18S,601867,9115350,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F82,5212,4.348,75,13,41,Aprovechable,En Pie,18S,603867,9110122,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F82,5226,5.906,81,13,41,Aprovechable,En Pie,18S,603508,9110113,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F82,5228,4.133,90,10,41,Aprovechable,En Pie,18S,603328,9110112,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F83,4782,6.123,100,12,41,Aprovechable,En Pie,18S,602334,9110075,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F83,4790,3.553,64,17,41,Aprovechable,En Pie,18S,602718,9110069,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F83,5208,9.185,100,18,41,Aprovechable,En Pie,18S,603686,9110039,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F85,258,6.663,110,9,41,Aprovechable,En Pie,18S,599836,9109873,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F86,3299,6.062,60,33,41,Semillero,En Pie,18S,603861,9109823,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F88,5168,4.038,74,10,41,Aprovechable,En Pie,18S,602629,9109682,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F88,5175,7.853,90,19,41,Aprovechable,En Pie,18S,602518,9109718,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F9,1996,4.973,59,28,41,Aprovechable,En Pie,18S,601253,9115233,PC 12,
Caryocar glabrum , Almendro,Caryocar glabrum , Almendro, ,F9,3867,7.439,90,18,41,Aprovechable,En Pie,18S,601630,9115225,PC 12,
