NOMBRE_CIENTIFICO,NOMBRE_COMUN,NOMBRE_CIENTIFICO_RESOLUCION_POA,NOMBRE_COMUN_RESOLUCION_POA,BLOQUE,FAJA,CODIGO_ESPECIE,VOLUMEN_ESPECIE,DAP,AC,DMC,CONDICION,ESTADO,ZONA_UTM,COORDENADA_ESTE,COORDENADA_NORTE,PCA,OBSERVACION
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,51,3573,7.03,83,20,56,Aprovechable,En Pie,18S,596800,9112295,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,51,3593,8.679,90,21,56,Aprovechable,En Pie,18S,596104,9112307,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,50,3595,20.002,140,20,56,Aprovechable,En Pie,18S,596087,9112335,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,47,3623,2.88,56,18,56,Semillero,En Pie,18S,598056,9112542,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,47,3625,5.53,85,15,56,Aprovechable,En Pie,18S,597965,9112540,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,68,3676,9.878,110,16,56,Aprovechable,En Pie,18S,597381,9111074,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,68,3689,5.552,80,17,56,Aprovechable,En Pie,18S,598450,9111075,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,68,3691,15.522,130,18,56,Aprovechable,En Pie,18S,598644,9111101,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,88,3694,4.898,80,15,56,Aprovechable,En Pie,18S,598496,9109676,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,88,3699,5.225,80,16,56,Aprovechable,En Pie,18S,597629,9109700,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,44,3714,6.531,80,20,56,Aprovechable,En Pie,18S,597878,9112738,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,44,3717,7.342,92,17,56,Aprovechable,En Pie,18S,597809,9112733,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,44,3737,3.306,60,18,56,Semillero,En Pie,18S,597105,9112773,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,44,3741,7.853,90,19,56,Aprovechable,En Pie,18S,596924,9112788,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,44,3742,3.123,60,17,56,Semillero,En Pie,18S,596869,9112785,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,44,3755,9.185,100,18,56,Aprovechable,En Pie,18S,596242,9112788,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,24,3785,8.479,85,23,56,Aprovechable,En Pie,18S,597219,9114185,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,24,3786,9.093,90,22,56,Aprovechable,En Pie,18S,597212,9114155,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,24,3787,3.674,60,20,56,Semillero,En Pie,18S,596954,9114156,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,24,3793,6.636,85,18,56,Aprovechable,En Pie,18S,596666,9114132,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,38,3802,10.496,110,17,56,Aprovechable,En Pie,18S,597645,9113168,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,10,3823,4,70,16,56,Aprovechable,En Pie,18S,598709,9115160,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,11,3867,5.225,80,16,56,Aprovechable,En Pie,18S,598676,9115095,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,69,3871,4.421,76,15,56,Aprovechable,En Pie,18S,598586,9111029,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,69,3873,4.305,75,15,56,Aprovechable,En Pie,18S,598485,9111001,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,69,3881,7.026,90,17,56,Aprovechable,En Pie,18S,597862,9111019,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,69,3882,7.654,100,15,56,Aprovechable,En Pie,18S,597861,9111044,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,69,3895,5.225,80,16,56,Aprovechable,En Pie,18S,596809,9111015,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,41,3909,9.405,96,20,56,Aprovechable,En Pie,18S,597850,9112958,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,41,3913,6.531,80,20,56,Aprovechable,En Pie,18S,598061,9112981,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,22,3952,7.03,83,20,56,Aprovechable,En Pie,18S,597223,9114306,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,22,3954,8.679,90,21,56,Aprovechable,En Pie,18S,596942,9114302,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,22,3959,5.878,80,18,56,Aprovechable,En Pie,18S,596606,9114332,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,23,3984,6.205,80,19,56,Aprovechable,En Pie,18S,596689,9114225,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,30,4021,4.716,76,16,56,Aprovechable,En Pie,18S,596841,9113767,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,30,4027,4.001,66,18,56,Aprovechable,En Pie,18S,596470,9113751,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,30,4028,3.88,65,18,56,Semillero,En Pie,18S,596257,9113777,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,30,4031,8.73,68,37,56,Semillero,En Pie,18S,596164,9113777,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,30,4032,7.004,85,19,56,Aprovechable,En Pie,18S,596149,9113715,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,31,4038,8.993,72,34,56,Aprovechable,En Pie,18S,596597,9113710,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,31,4042,9.185,75,32,56,Aprovechable,En Pie,18S,596877,9113660,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,31,4048,8.501,70,34,56,Semillero,En Pie,18S,597638,9113702,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,12,4058,3.306,60,18,56,Semillero,En Pie,18S,598445,9115041,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,12,4075,4.761,72,18,56,Aprovechable,En Pie,18S,596561,9114992,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,13,4076,4.25,70,17,56,Aprovechable,En Pie,18S,596753,9114928,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,28,4104,4.898,80,15,56,Aprovechable,En Pie,18S,598213,9113887,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,28,4112,9.807,62,50,56,Semillero,En Pie,18S,597511,9113873,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,29,4128,6.679,83,19,56,Aprovechable,En Pie,18S,596152,9113791,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,29,4133,7.33,67,32,56,Aprovechable,En Pie,18S,596460,9113819,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,29,4135,6.613,90,16,56,Aprovechable,En Pie,18S,596585,9113842,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,29,4139,9.779,74,35,56,Aprovechable,En Pie,18S,596930,9113818,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,29,4141,5.748,77,19,56,Aprovechable,En Pie,18S,596988,9113817,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,20,4167,10.302,59,58,56,Semillero,En Pie,18S,596320,9114441,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,21,4171,6.841,84,19,56,Aprovechable,En Pie,18S,596685,9114353,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,59,4187,6.908,95,15,56,Aprovechable,En Pie,18S,598109,9111738,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,59,4199,7.373,85,20,56,Aprovechable,En Pie,18S,596392,9111721,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,26,4222,11.021,120,15,56,Aprovechable,En Pie,18S,597740,9114048,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,26,4236,13.496,115,20,56,Aprovechable,En Pie,18S,596781,9114029,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,26,4242,15.522,130,18,56,Aprovechable,En Pie,18S,596428,9114055,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,26,4243,13.496,115,20,56,Aprovechable,En Pie,18S,596390,9114051,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,26,4246,12.348,110,20,56,Aprovechable,En Pie,18S,596030,9114005,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,27,4253,13.496,115,20,56,Aprovechable,En Pie,18S,596763,9113967,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,27,4254,5.74,75,20,56,Aprovechable,En Pie,18S,596824,9113961,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,27,4261,6.2,90,15,56,Aprovechable,En Pie,18S,597495,9113970,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,14,4279,4.305,75,15,56,Aprovechable,En Pie,18S,598669,9114877,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,64,4305,8.75,95,19,56,Aprovechable,En Pie,18S,597754,9111474,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,64,4319,11.731,110,19,56,Aprovechable,En Pie,18S,597007,9111354,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,64,4320,9.695,100,19,56,Aprovechable,En Pie,18S,597033,9111341,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,64,4322,7.853,90,19,56,Aprovechable,En Pie,18S,596717,9111411,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,65,4332,7.439,90,18,56,Aprovechable,En Pie,18S,596388,9111309,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,65,4333,8.266,90,20,56,Aprovechable,En Pie,18S,596427,9111289,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,65,4337,3.306,60,18,56,Semillero,En Pie,18S,596646,9111289,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,65,4339,12.348,110,20,56,Aprovechable,En Pie,18S,597081,9111300,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,65,4341,22.961,150,20,56,Aprovechable,En Pie,18S,597243,9111296,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,65,4345,11.226,100,22,56,Aprovechable,En Pie,18S,597620,9111285,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,65,4350,3.306,60,18,56,Semillero,En Pie,18S,597963,9111295,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,79,4356,3.306,60,18,56,Semillero,En Pie,18S,598631,9110306,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,79,4361,3.49,60,19,56,Semillero,En Pie,18S,598250,9110302,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,79,4365,9.21,95,20,56,Aprovechable,En Pie,18S,597629,9110303,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,79,4369,14.879,135,16,56,Aprovechable,En Pie,18S,597428,9110316,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,79,4377,6.027,75,21,56,Semillero,En Pie,18S,596212,9110327,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,79,4379,11.226,100,22,56,Aprovechable,En Pie,18S,596176,9110315,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,78,4384,4.096,65,19,56,Semillero,En Pie,18S,596356,9110410,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,32,4401,6.267,85,17,56,Aprovechable,En Pie,18S,596072,9113601,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,33,4403,7.112,88,18,56,Aprovechable,En Pie,18S,596031,9113538,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,58,4403,7.853,90,19,56,Aprovechable,En Pie,18S,596794,9111773,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,33,4405,5.166,75,18,56,Aprovechable,En Pie,18S,596404,9113515,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,33,4407,7.144,100,14,56,Aprovechable,En Pie,18S,596755,9113528,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,58,4408,6.176,82,18,56,Aprovechable,En Pie,18S,597657,9111802,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,33,4412,4.592,75,16,56,Aprovechable,En Pie,18S,597492,9113558,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,58,4413,10.47,60,57,56,Semillero,En Pie,18S,597950,9111801,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,33,4416,7.026,90,17,56,Aprovechable,En Pie,18S,598008,9113550,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,33,4417,6.123,100,12,56,Aprovechable,En Pie,18S,598188,9113551,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,71,4417,3.779,66,17,56,Aprovechable,En Pie,18S,598761,9110892,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,33,4420,7.026,90,17,56,Aprovechable,En Pie,18S,598647,9113524,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,71,4424,3.894,67,17,56,Aprovechable,En Pie,18S,597960,9110881,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,71,4434,5.453,75,19,56,Aprovechable,En Pie,18S,597358,9110900,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,71,4436,9.552,60,52,56,Semillero,En Pie,18S,597217,9110871,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,71,4438,4.25,70,17,56,Aprovechable,En Pie,18S,597002,9110912,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,71,4441,5.878,80,18,56,Aprovechable,En Pie,18S,596926,9110841,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,71,4443,4.743,65,22,56,Semillero,En Pie,18S,596895,9110876,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,71,4446,6.205,80,19,56,Aprovechable,En Pie,18S,596291,9110899,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,71,4447,5.5,70,22,56,Aprovechable,En Pie,18S,596295,9110855,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,16,4448,6.2,90,15,56,Aprovechable,En Pie,18S,597833,9114722,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,70,4453,7.829,95,17,56,Aprovechable,En Pie,18S,596392,9110979,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,70,4455,5.819,72,22,56,Aprovechable,En Pie,18S,596467,9110954,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,70,4463,7.853,90,19,56,Aprovechable,En Pie,18S,597328,9110958,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,16,4465,7.501,70,30,56,Semillero,En Pie,18S,596490,9114718,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,70,4465,5.555,72,21,56,Semillero,En Pie,18S,597811,9110969,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,70,4466,3.75,70,15,56,Aprovechable,En Pie,18S,597920,9110954,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,70,4473,3.553,64,17,56,Semillero,En Pie,18S,598597,9110945,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,87,4478,3.135,64,15,56,Semillero,En Pie,18S,598407,9109778,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,87,4480,4.25,70,17,56,Aprovechable,En Pie,18S,598055,9109761,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,87,4482,3.443,63,17,56,Semillero,En Pie,18S,597984,9109720,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,87,4483,5.489,82,16,56,Aprovechable,En Pie,18S,597930,9109784,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,17,4493,6.636,85,18,56,Aprovechable,En Pie,18S,598264,9114636,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,87,4493,4.25,70,17,56,Aprovechable,En Pie,18S,597144,9109764,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,15,4511,11.572,90,28,56,Semillero,En Pie,18S,597121,9114812,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,15,4518,6.327,83,18,56,Aprovechable,En Pie,18S,597654,9114811,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,63,4530,10.45,80,32,56,Semillero,En Pie,18S,598296,9111451,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,63,4534,11.728,113,18,56,Aprovechable,En Pie,18S,597900,9111412,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,63,4556,9.185,75,32,56,Semillero,En Pie,18S,596793,9111423,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,63,4561,9.313,78,30,56,Semillero,En Pie,18S,596465,9111434,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,63,4563,11.251,105,20,56,Aprovechable,En Pie,18S,596339,9111451,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,62,4569,11.521,112,18,56,Aprovechable,En Pie,18S,596112,9111503,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,62,4572,7.774,92,18,56,Aprovechable,En Pie,18S,596267,9111531,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,62,4573,5.143,60,28,56,Semillero,En Pie,18S,596514,9111502,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,62,4575,15.945,125,20,56,Aprovechable,En Pie,18S,596860,9111506,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,62,4577,14.695,120,20,56,Aprovechable,En Pie,18S,596926,9111535,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,62,4580,12.348,110,20,56,Aprovechable,En Pie,18S,597065,9111496,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,62,4598,12.348,110,20,56,Aprovechable,En Pie,18S,598173,9111503,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,57,4601,4.761,72,18,56,Aprovechable,En Pie,18S,597658,9111887,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,57,4602,9.311,98,19,56,Aprovechable,En Pie,18S,597550,9111838,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,57,4603,4.123,67,18,56,Aprovechable,En Pie,18S,597507,9111857,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,57,4604,4.5,70,18,56,Aprovechable,En Pie,18S,597300,9111847,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,57,4610,5.878,80,18,56,Aprovechable,En Pie,18S,596816,9111878,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,57,4616,4.879,75,17,56,Aprovechable,En Pie,18S,596131,9111863,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,56,4625,6.797,60,37,56,Semillero,En Pie,18S,596558,9111970,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,56,4631,6.176,82,18,56,Aprovechable,En Pie,18S,597104,9111936,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,56,4633,5.453,75,19,56,Aprovechable,En Pie,18S,597382,9111970,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,56,4634,8.935,96,19,56,Aprovechable,En Pie,18S,597437,9111937,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,75,4655,8.464,96,18,56,Aprovechable,En Pie,18S,597648,9110585,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,75,4669,7.853,90,19,56,Aprovechable,En Pie,18S,596791,9110601,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,74,4679,4.592,75,16,56,Aprovechable,En Pie,18S,596055,9110684,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,74,4691,6.717,88,17,56,Aprovechable,En Pie,18S,596973,9110682,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,74,4694,5.026,72,19,56,Aprovechable,En Pie,18S,597145,9110666,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,19,4704,11.736,100,23,56,Aprovechable,En Pie,18S,596033,9114498,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,54,4736,8.61,75,30,56,Semillero,En Pie,18S,598559,9112100,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,54,4750,12.965,110,21,56,Aprovechable,En Pie,18S,597745,9112026,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,54,4756,7.184,80,22,56,Aprovechable,En Pie,18S,597310,9112075,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,54,4757,11.736,100,23,56,Aprovechable,En Pie,18S,597307,9112038,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,54,4759,10.715,100,21,56,Aprovechable,En Pie,18S,597195,9112061,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,54,4776,9.21,95,20,56,Aprovechable,En Pie,18S,596077,9112038,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,55,4786,16.165,120,22,56,Aprovechable,En Pie,18S,596518,9111990,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,55,4787,5,70,20,56,Aprovechable,En Pie,18S,596567,9111988,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,55,4790,10.205,100,20,56,Aprovechable,En Pie,18S,596607,9112017,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,60,4815,6.636,85,18,56,Aprovechable,En Pie,18S,597821,9111669,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,60,4819,13.226,120,18,56,Aprovechable,En Pie,18S,597584,9111668,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,60,4821,6.008,58,35,56,Semillero,En Pie,18S,597568,9111675,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,60,4828,5.277,78,17,56,Aprovechable,En Pie,18S,597286,9111655,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,60,4830,5.786,90,14,56,Aprovechable,En Pie,18S,597024,9111654,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,60,4841,6.174,110,10,56,Aprovechable,En Pie,18S,596314,9111625,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,60,4842,7.026,90,17,56,Aprovechable,En Pie,18S,596291,9111677,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,61,4859,5.878,80,18,56,Aprovechable,En Pie,18S,597078,9110550,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,77,4882,3.775,68,16,56,Aprovechable,En Pie,18S,597909,9110449,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,55,4902,12.348,110,20,56,Aprovechable,En Pie,18S,597534,9112015,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,67,4918,13.583,110,22,56,Aprovechable,En Pie,18S,598707,9111163,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,67,4921,5.25,70,21,56,Aprovechable,En Pie,18S,598226,9111161,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,67,4923,4.581,67,20,56,Aprovechable,En Pie,18S,598188,9111170,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,67,4924,10.715,100,21,56,Aprovechable,En Pie,18S,597887,9111178,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,67,4927,19.833,130,23,56,Aprovechable,En Pie,18S,597695,9111192,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,67,4929,5,70,20,56,Aprovechable,En Pie,18S,597612,9111179,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,67,4952,6.531,80,20,56,Aprovechable,En Pie,18S,596450,9111168,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,67,4955,5,70,20,56,Aprovechable,En Pie,18S,596352,9111180,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,66,4978,12.348,110,20,56,Aprovechable,En Pie,18S,596744,9111221,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,66,4983,6.209,78,20,56,Aprovechable,En Pie,18S,597285,9111255,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,66,4990,5,70,20,56,Aprovechable,En Pie,18S,597537,9111218,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,66,4995,11.226,100,22,56,Aprovechable,En Pie,18S,597857,9111209,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,53,5006,7.026,90,17,56,Aprovechable,En Pie,18S,597183,9112140,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,53,5011,8.479,85,23,56,Aprovechable,En Pie,18S,597069,9112103,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,53,5025,12.246,100,24,56,Aprovechable,En Pie,18S,596556,9112180,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,52,5041,9.506,90,23,56,Aprovechable,En Pie,18S,596104,9112112,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,52,5042,3.674,60,20,56,Semillero,En Pie,18S,596105,9112225,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,52,5047,4.958,65,23,56,Semillero,En Pie,18S,596263,9112236,PC 08,
Copaifera paupera , Copaiba,Copaifera paupera , Copaiba, ,52,5050,4.312,65,20,56,Semillero,En Pie,18S,596301,9112216,PC 08,
