x,y,feature_id,label,type
1036767.3736394956,8775405.031427046,72,copaiba,slide
1036979.6701063731,8775002.360225422,73,copaiba,slide
1036822.4325742512,8775046.554980239,74,copaiba,slide
1036838.7844319151,8775145.960904416,75,copaiba,slide
1036753.79005717,8775293.33431802,76,copaiba,slide
1036748.6571061838,8775308.889698394,77,copaiba,slide
1036707.6351362328,8775369.556129036,78,copaiba,slide
1036554.432249016,8775334.771520961,79,copaiba,slide
1036601.2781767256,8775162.122517798,80,copaiba,slide
1036517.8149851856,8775165.020362822,81,copaiba,slide
1036498.583286403,8775102.267898962,82,copaiba,slide
1036494.171098999,8775087.389264226,83,copaiba,slide
1036707.341521254,8774952.553265966,84,copaiba,slide
1036745.183043757,8774949.064482672,85,copaiba,slide
1036783.0492350648,8774975.187968835,86,copaiba,slide
1036941.7544937548,8774993.611379215,87,copaiba,slide
1036984.7570593434,8775276.630628806,88,copaiba,slide
1036928.7759940336,8777505.838032402,89,catahua,slide
1037141.0735933088,8777496.931631796,90,catahua,slide
1036879.1864328504,8777449.683605049,91,catahua,slide
1036740.6435201544,8777598.868146699,92,catahua,slide
1036701.3795894212,8777598.393981807,93,catahua,slide
1036698.1177078196,8777610.35371204,94,catahua,slide
1036693.6343806308,8777420.046535902,95,catahua,slide
1036976.9120222242,8777388.390068013,96,catahua,slide
1036654.2286605188,8777122.403616969,97,catahua,slide
1036870.8197474224,8777079.761253377,98,catahua,slide
1036937.0504335086,8777063.008405127,99,catahua,slide
1037033.1196974968,8777044.068977179,100,catahua,slide
1037045.3950377642,8777011.234626528,101,catahua,slide
1037117.7142996592,8777041.421368945,102,catahua,slide
1037094.2798978108,8777215.107887052,103,catahua,slide
1036866.1724991573,8777341.12879001,104,catahua,slide
1036839.4889749276,8777345.726452954,105,catahua,slide
1036793.6998506212,8777299.485644553,106,catahua,slide
1036716.1235259316,8777160.60662885,107,catahua,slide
1036704.2167007471,8777200.793041345,108,catahua,slide
1036706.4703560392,8777264.60934839,109,catahua,slide
1036617.253284338,8777239.985750725,110,catahua,slide
1037124.627125227,8777312.020790339,111,catahua,slide
1036948.7379591836,8777200.950050216,112,catahua,slide
1036772.0630650644,8777614.98128228,113,catahua,slide
1036922.2040529724,8777225.731996637,114,catahua,slide
693342.1242866168,8836422.391994264,115,cumala,center
693395.3118103775,8836395.1297996,116,cumala,center
693321.4164636929,8836396.659250267,117,cumala,center
693264.5425378766,8836309.932553448,118,cumala,slide
693348.0080572828,8836140.822954444,119,cumala,slide
693017.8068234967,8837276.31877379,120,cumala,center
693278.2573353135,8836944.583352221,121,cumala,center
1030618.9355248804,8746115.64811067,122,lupuna,slide
1030622.9315686836,8746085.732305262,123,lupuna,slide
1030702.5524142704,8746073.914140249,124,lupuna,slide
1030630.270352736,8745915.510348432,125,lupuna,slide
1030676.1814632824,8745874.71852959,126,lupuna,slide
1030624.7578143463,8745773.405973965,127,lupuna,slide
1030599.9158582264,8745770.342766669,128,lupuna,slide
1030529.6244871222,8745705.348382939,129,lupuna,slide
1030161.0208248604,8745298.953031322,130,lupuna,slide
1030180.355451426,8745398.057770735,131,lupuna,slide
1030224.5866194972,8745440.454974523,132,lupuna,slide
1030489.4673870048,8745291.159271542,133,lupuna,slide
1029271.8689267088,8736222.163100151,134,lupuna,slide
1029476.1571594704,8736242.739791516,135,lupuna,slide
1029380.7886858308,8735860.820629328,136,lupuna,slide
1029466.914019618,8735801.099644637,137,lupuna,slide
1029497.8047502884,8735772.087550715,138,lupuna,slide
1029502.8018666572,8735713.361033931,139,lupuna,slide
1029490.021968737,8735649.62418297,140,lupuna,slide
1029483.0380233608,8735679.276433064,141,lupuna,slide
1029503.0359226852,8735588.38808192,142,lupuna,slide
1029360.5317382924,8735487.63969419,143,lupuna,slide
1029531.922305796,8735552.64853502,144,lupuna,slide
1029490.6653323128,8735581.644205872,145,lupuna,slide
1029311.3129416312,8735583.085086305,146,lupuna,slide
1029306.2392259204,8735734.241170328,147,lupuna,slide
1029286.79498829,8735720.915834663,148,lupuna,slide
1029171.0872946288,8735592.919165706,149,lupuna,slide
1028923.5034005628,8735596.625593485,150,lupuna,slide
1029006.899255456,8735548.545064934,151,lupuna,slide
1028947.0117100968,8735673.69163801,152,lupuna,slide
1028917.0677875704,8735675.301825345,153,lupuna,slide
1028820.7614538114,8735638.740653923,154,lupuna,slide
1028809.1430804024,8735689.959988235,155,lupuna,slide
1028798.247544811,8735701.24151132,156,lupuna,slide
1028821.2113557644,8735882.744564809,157,lupuna,slide
1028812.574888748,8735865.596016437,158,lupuna,slide
1028905.2809648291,8735872.86786764,159,lupuna,slide
1028885.917124447,8735913.830852132,160,lupuna,slide
1028825.2108803604,8735934.716833647,161,lupuna,slide
1028991.939796596,8735795.841953604,162,lupuna,slide
1029018.9620158428,8735803.58200305,163,lupuna,slide
1028959.782899283,8735786.85768471,164,lupuna,slide
1029105.07804276,8735777.013967384,165,lupuna,slide
1029031.5540003435,8735855.216939567,166,lupuna,slide
1029102.7872874256,8735893.97267104,167,lupuna,slide
1029054.9227271922,8736018.591348473,168,lupuna,slide
1028976.3968549772,8736035.060259538,169,lupuna,slide
1029392.3174448296,8735940.554590447,170,lupuna,slide
1030476.8934200128,8745877.60931678,171,lupuna,slide
1029291.7133122236,8735827.482904,172,lupuna,slide
1029054.9149787348,8735955.007550742,173,lupuna,slide
1028998.3201644664,8735935.993153505,174,lupuna,slide
1028938.7675522168,8735995.083220603,175,lupuna,slide
1028916.8349359191,8735962.751604319,176,lupuna,slide
1028810.3448933456,8736081.173120104,177,lupuna,slide
1028830.7858165638,8736177.043618482,178,lupuna,slide
1029014.8550452772,8736212.090154562,179,lupuna,slide
1029010.8764410366,8736229.106943417,180,lupuna,slide
1029042.1619455745,8736261.023067215,181,lupuna,slide
1029106.5064461024,8736164.885012332,182,lupuna,slide
1029082.7037145548,8736098.078815779,183,lupuna,slide
1029363.319232804,8736141.590498578,184,lupuna,slide
1029305.0054579189,8735827.96300275,185,lupuna,slide
1029332.885340028,8735821.19236345,186,lupuna,slide
1029223.2821487464,8735732.2798722,187,lupuna,slide
1029192.75187911,8735725.59709907,188,lupuna,slide
1029347.7344278248,8735776.1399486,189,lupuna,slide
1029298.8140179476,8735646.606441734,190,lupuna,slide
1029163.9528698908,8735542.18117427,191,lupuna,slide
1029393.355792834,8735620.91091093,192,lupuna,slide
1029312.619417657,8735931.787975658,193,lupuna,slide
1029269.3752611888,8735991.220337719,194,lupuna,slide
1029296.093259384,8736044.768876998,195,lupuna,slide
1031357.7775578846,8738066.599686908,196,huayruro,slide
