,NOMBRE_CIENTIFICO,NOMBRE_COMUN,NOMBRE_CIENTIFICO_RESOLUCION_POA,NOMBRE_COMUN_RESOLUCION_POA,BLOQUE,FAJA,CODIGO_ESPECIE,VOLUMEN_ESPECIE,DAP,AC,DMC,CONDICION,ESTADO,ZONA_UTM,COORDENADA_ESTE,COORDENADA_NORTE,PCA,OBSERVACION
14234,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,40,14,8.503,89,16,51,Aprovechable,En Pie,18S,594254,9113083,PC 08,
14235,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,40,18,5.696,61,30,51,Semillero,En Pie,18S,594790,9113089,PC 08,
14236,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,40,23,15.417,130,17,51,Aprovechable,En Pie,18S,594996,9113084,PC 08,
14237,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,40,25,7.963,85,17,51,Aprovechable,En Pie,18S,595236,9113105,PC 08,
14238,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,40,27,8.11,85,22,51,Aprovechable,En Pie,18S,595383,9113075,PC 08,
14239,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,41,39,5.506,61,29,51,Semillero,En Pie,18S,595621,9113051,PC 08,
14240,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,41,42,22.42,130,26,51,Aprovechable,En Pie,18S,595528,9113013,PC 08,
14241,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,41,55,7.049,85,14,51,Aprovechable,En Pie,18S,594645,9113017,PC 08,
14242,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,41,61,15.22,110,19,51,Aprovechable,En Pie,18S,594198,9113014,PC 08,
14243,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,41,62,11.655,100,16,51,Aprovechable,En Pie,18S,593976,9113004,PC 08,
14244,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,41,64,13.533,103,25,51,Aprovechable,En Pie,18S,593671,9113023,PC 08,
14245,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,41,65,3.727,62,19,51,Aprovechable,En Pie,18S,593496,9113040,PC 08,
14246,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,46,102,4.752,60,20,51,Aprovechable,En Pie,18S,593500,9112661,PC 08,
14247,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,46,107,10.73,90,20,51,Aprovechable,En Pie,18S,593711,9112651,PC 08,
14248,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,46,111,21.069,150,15,51,Aprovechable,En Pie,18S,594416,9112651,PC 08,
14249,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,46,118,12.227,100,20,51,Aprovechable,En Pie,18S,594952,9112642,PC 08,
14250,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,46,124,9.942,90,20,51,Aprovechable,En Pie,18S,595160,9112664,PC 08,
14251,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,46,132,5.453,75,19,51,Aprovechable,En Pie,18S,595664,9112614,PC 08,
14252,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,46,134,23.449,170,14,51,Aprovechable,En Pie,18S,595690,9112609,PC 08,
14253,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,141,13.075,110,17,51,Aprovechable,En Pie,18S,595919,9112544,PC 08,
14254,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,142,5.268,80,13,51,Aprovechable,En Pie,18S,595889,9112599,PC 08,
14255,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,144,12.303,110,14,51,Aprovechable,En Pie,18S,595628,9112546,PC 08,
14256,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,148,9.935,100,15,51,Aprovechable,En Pie,18S,595443,9112556,PC 08,
14257,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,150,8.289,95,18,51,Aprovechable,En Pie,18S,595369,9112559,PC 08,
14258,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,151,9.389,92,17,51,Aprovechable,En Pie,18S,595141,9112558,PC 08,
14259,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,47,155,9.978,95,18,51,Aprovechable,En Pie,18S,594910,9112542,PC 08,
14260,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,56,185,3.857,60,21,51,Semillero,En Pie,18S,593340,9111894,PC 08,
14261,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,42,201,10.046,75,35,51,Semillero,En Pie,18S,593433,9112916,PC 08,
14262,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,42,204,13.701,110,18,51,Aprovechable,En Pie,18S,593627,9112890,PC 08,
14263,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,42,215,16.556,140,15,51,Aprovechable,En Pie,18S,594331,9112892,PC 08,
14264,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,42,221,26.235,150,20,51,Aprovechable,En Pie,18S,594893,9112871,PC 08,
14265,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,42,225,10.068,90,20,51,Aprovechable,En Pie,18S,594989,9112896,PC 08,
14266,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,42,226,5.143,77,17,51,Aprovechable,En Pie,18S,595071,9112896,PC 08,
14267,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,42,229,7.51,80,17,51,Aprovechable,En Pie,18S,595350,9112945,PC 08,
14268,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,42,231,24.482,168,17,51,Aprovechable,En Pie,18S,595441,9112919,PC 08,
14269,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,42,236,25.809,160,19,51,Aprovechable,En Pie,18S,595683,9112921,PC 08,
14270,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,42,237,10.703,100,15,51,Aprovechable,En Pie,18S,595797,9112949,PC 08,
14271,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,43,256,7.997,120,11,51,Aprovechable,En Pie,18S,595034,9112847,PC 08,
14272,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,43,257,11.653,96,18,51,Aprovechable,En Pie,18S,594833,9112815,PC 08,
14273,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,43,272,7.738,95,18,51,Aprovechable,En Pie,18S,593815,9112865,PC 08,
14274,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,302,11.909,103,19,51,Aprovechable,En Pie,18S,593370,9112381,PC 08,
14275,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,308,3.55,55,23,51,Semillero,En Pie,18S,593689,9112343,PC 08,
14276,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,50,339,13.161,100,19,51,Aprovechable,En Pie,18S,595879,9112342,PC 08,
14277,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,51,346,3.052,51,23,51,Semillero,En Pie,18S,595518,9112288,PC 08,
14278,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,51,347,18.337,125,23,51,Aprovechable,En Pie,18S,595432,9112270,PC 08,
14279,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,51,355,14.171,115,21,51,Aprovechable,En Pie,18S,594920,9112263,PC 08,
14280,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,22,438,5.641,70,17,51,Aprovechable,En Pie,18S,595530,9114279,PC 08,
14281,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,22,439,4.646,70,14,51,Aprovechable,En Pie,18S,595350,9114254,PC 08,
14282,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,54,458,4.5,70,18,51,Aprovechable,En Pie,18S,593457,9111714,PC 08,
14283,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,54,464,23.594,170,16,51,Aprovechable,En Pie,18S,593755,9111738,PC 08,
14284,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,54,465,2.15,53,15,51,Semillero,En Pie,18S,593819,9111747,PC 08,
14285,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,54,468,13.797,130,16,51,Aprovechable,En Pie,18S,594027,9111770,PC 08,
14286,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,59,475,3.859,55,25,51,Semillero,En Pie,18S,594529,9111682,PC 08,
14287,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,59,477,13.554,130,17,51,Aprovechable,En Pie,18S,594643,9111702,PC 08,
14288,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,59,479,4.639,70,21,51,Aprovechable,En Pie,18S,594715,9111703,PC 08,
14289,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,59,481,11.113,110,18,51,Aprovechable,En Pie,18S,594743,9111728,PC 08,
14290,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,59,483,29.472,190,16,51,Aprovechable,En Pie,18S,594819,9111755,PC 08,
14291,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,59,484,10.496,110,17,51,Aprovechable,En Pie,18S,594902,9111741,PC 08,
14292,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,59,488,15.522,130,18,51,Aprovechable,En Pie,18S,595271,9111752,PC 08,
14293,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,59,493,8.571,80,19,51,Aprovechable,En Pie,18S,595572,9111757,PC 08,
14294,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,502,4.527,65,21,51,Aprovechable,En Pie,18S,593395,9112406,PC 08,
14295,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,505,3.433,58,20,51,Semillero,En Pie,18S,593554,9112453,PC 08,
14296,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,513,5.0,70,20,51,Aprovechable,En Pie,18S,593874,9112487,PC 08,
14297,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,515,5.878,80,18,51,Aprovechable,En Pie,18S,594048,9112485,PC 08,
14298,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,517,3.306,60,18,51,Semillero,En Pie,18S,594072,9112441,PC 08,
14299,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,518,9.695,100,19,51,Aprovechable,En Pie,18S,594125,9112453,PC 08,
14300,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,519,14.172,98,23,51,Aprovechable,En Pie,18S,594268,9112434,PC 08,
14301,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,523,17.743,120,19,51,Aprovechable,En Pie,18S,594633,9112406,PC 08,
14302,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,527,9.925,100,13,51,Aprovechable,En Pie,18S,595149,9112414,PC 08,
14303,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,528,14.695,120,20,51,Aprovechable,En Pie,18S,595130,9112474,PC 08,
14304,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,529,15.971,115,20,51,Aprovechable,En Pie,18S,595238,9112460,PC 08,
14305,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,533,14.054,110,17,51,Aprovechable,En Pie,18S,595540,9112443,PC 08,
14306,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,535,9.72,98,16,51,Aprovechable,En Pie,18S,595670,9112484,PC 08,
14307,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,536,2.939,60,16,51,Semillero,En Pie,18S,595665,9112452,PC 08,
14308,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,49,542,11.832,100,16,51,Aprovechable,En Pie,18S,594002,9112413,PC 08,
14309,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,48,551,2.654,51,20,51,Semillero,En Pie,18S,595490,9112467,PC 08,
14310,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,48,557,10.167,97,16,51,Aprovechable,En Pie,18S,595037,9112507,PC 08,
14311,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,76,562,7.026,90,17,51,Aprovechable,En Pie,18S,593474,9110516,PC 08,
14312,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,76,563,14.925,110,21,51,Aprovechable,En Pie,18S,593386,9110540,PC 08,
14313,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,83,564,10.98,100,17,51,Aprovechable,En Pie,18S,595464,9110076,PC 08,
14314,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,83,569,3.306,60,18,51,Semillero,En Pie,18S,593747,9110039,PC 08,
14315,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,83,570,12.129,102,17,51,Aprovechable,En Pie,18S,593762,9110043,PC 08,
14316,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,83,573,12.169,110,16,51,Aprovechable,En Pie,18S,593918,9110038,PC 08,
14317,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,83,576,3.123,60,17,51,Semillero,En Pie,18S,594106,9110034,PC 08,
14318,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,83,583,2.123,51,16,51,Semillero,En Pie,18S,594186,9110049,PC 08,
14319,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,83,585,37.169,170,19,51,Aprovechable,En Pie,18S,594257,9110056,PC 08,
14320,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,83,590,12.619,110,17,51,Aprovechable,En Pie,18S,594806,9110037,PC 08,
14321,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,83,591,10.237,100,16,51,Aprovechable,En Pie,18S,594828,9110039,PC 08,
14322,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,83,594,7.011,90,13,51,Aprovechable,En Pie,18S,594937,9110033,PC 08,
14323,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,83,595,8.909,90,20,51,Aprovechable,En Pie,18S,594963,9110042,PC 08,
14324,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,53,603,2.58,53,18,51,Semillero,En Pie,18S,593617,9112145,PC 08,
14325,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,53,609,12.966,140,9,51,Aprovechable,En Pie,18S,593797,9112134,PC 08,
14326,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,53,625,11.542,100,18,51,Aprovechable,En Pie,18S,594635,9112114,PC 08,
14327,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,53,627,5.819,72,22,51,Semillero,En Pie,18S,594811,9112154,PC 08,
14328,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,53,628,16.913,125,17,51,Aprovechable,En Pie,18S,594836,9112127,PC 08,
14329,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,53,630,23.93,150,16,51,Aprovechable,En Pie,18S,595065,9112177,PC 08,
14330,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,52,646,27.821,150,20,51,Aprovechable,En Pie,18S,595794,9112234,PC 08,
14331,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,52,653,13.486,115,21,51,Aprovechable,En Pie,18S,594986,9112211,PC 08,
14332,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,52,656,11.149,110,16,51,Aprovechable,En Pie,18S,594762,9112215,PC 08,
14333,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,52,657,8.834,80,20,51,Aprovechable,En Pie,18S,594748,9112221,PC 08,
14334,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,52,660,9.668,120,12,51,Aprovechable,En Pie,18S,594223,9112189,PC 08,
14335,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,52,683,11.736,100,23,51,Aprovechable,En Pie,18S,593457,9112194,PC 08,
14336,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,28,705,7.069,80,16,51,Aprovechable,En Pie,18S,594509,9113883,PC 08,
14337,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,36,727,3.197,59,18,51,Semillero,En Pie,18S,594150,9113309,PC 08,
14338,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,36,729,7.439,90,18,51,Aprovechable,En Pie,18S,594491,9113539,PC 08,
14339,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,36,731,5.445,77,18,51,Aprovechable,En Pie,18S,594707,9113326,PC 08,
14340,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,36,732,5.166,75,18,51,Aprovechable,En Pie,18S,594778,9113336,PC 08,
14341,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,36,733,4.5,70,18,51,Aprovechable,En Pie,18S,595102,9113356,PC 08,
14342,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,36,738,5.445,77,18,51,Aprovechable,En Pie,18S,595748,9113360,PC 08,
14343,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,37,745,28.516,180,14,51,Aprovechable,En Pie,18S,594952,9113258,PC 08,
14344,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,67,755,2.123,51,16,51,Semillero,En Pie,18S,593483,9111172,PC 08,
14345,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,67,756,2.123,51,16,51,Semillero,En Pie,18S,593526,9111208,PC 08,
14346,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,67,757,4.898,80,15,51,Aprovechable,En Pie,18S,593671,9111156,PC 08,
14347,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,67,759,4.967,78,16,51,Aprovechable,En Pie,18S,593863,9111200,PC 08,
14348,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,67,760,13.066,110,16,51,Aprovechable,En Pie,18S,593894,9111222,PC 08,
14349,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,67,763,6.305,75,21,51,Aprovechable,En Pie,18S,594125,9111191,PC 08,
14350,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,67,767,7.654,100,15,51,Aprovechable,En Pie,18S,594719,9111201,PC 08,
14351,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,67,769,23.116,140,17,51,Aprovechable,En Pie,18S,594834,9111120,PC 08,
14352,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,67,773,11.675,85,23,51,Aprovechable,En Pie,18S,595136,9111157,PC 08,
14353,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,66,783,17.55,140,17,51,Aprovechable,En Pie,18S,595845,9111242,PC 08,
14354,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,66,786,14.091,146,10,51,Aprovechable,En Pie,18S,595679,9111240,PC 08,
14355,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,66,787,9.2,100,17,51,Aprovechable,En Pie,18S,595319,9111208,PC 08,
14356,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,66,789,6.985,91,15,51,Aprovechable,En Pie,18S,595314,9111236,PC 08,
14357,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,66,796,5.324,85,11,51,Aprovechable,En Pie,18S,594368,9111243,PC 08,
14358,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,66,800,11.414,107,19,51,Aprovechable,En Pie,18S,593962,9111225,PC 08,
14359,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,44,801,3.919,80,12,51,Aprovechable,En Pie,18S,593292,9112750,PC 08,
14360,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,44,809,18.814,118,18,51,Aprovechable,En Pie,18S,594212,9112762,PC 08,
14361,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,44,813,15.707,145,10,51,Aprovechable,En Pie,18S,594350,9112799,PC 08,
14362,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,48,817,5.976,83,17,51,Aprovechable,En Pie,18S,598719,9112515,PC 08,
14363,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,44,818,15.332,100,21,51,Aprovechable,En Pie,18S,594696,9112801,PC 08,
14364,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,44,819,18.466,102,24,51,Aprovechable,En Pie,18S,594713,9112793,PC 08,
14365,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,44,820,5.511,60,30,51,Semillero,En Pie,18S,594925,9112744,PC 08,
14366,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,44,833,5.511,60,30,51,Semillero,En Pie,18S,595511,9112773,PC 08,
14367,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,44,835,22.029,125,20,51,Aprovechable,En Pie,18S,595590,9112770,PC 08,
14368,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,45,843,10.96,100,21,51,Aprovechable,En Pie,18S,595934,9112744,PC 08,
14369,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,45,844,27.329,150,22,51,Aprovechable,En Pie,18S,595922,9112724,PC 08,
14370,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,45,849,17.246,130,20,51,Aprovechable,En Pie,18S,595677,9112729,PC 08,
14371,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,45,850,22.961,150,20,51,Aprovechable,En Pie,18S,595676,9112704,PC 08,
14372,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,45,856,8.266,90,20,51,Aprovechable,En Pie,18S,595278,9112696,PC 08,
14373,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,45,867,8.266,90,20,51,Aprovechable,En Pie,18S,594038,9112706,PC 08,
14374,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,45,869,5.511,60,30,51,Semillero,En Pie,18S,593988,9112710,PC 08,
14375,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,95,879,7.501,70,30,51,Semillero,En Pie,18S,593943,9109422,PC 08,
14376,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,95,880,36.926,155,24,51,Aprovechable,En Pie,18S,594015,9109418,PC 08,
14377,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,95,881,21.425,145,17,51,Aprovechable,En Pie,18S,594050,9109408,PC 08,
14378,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,95,882,3.859,55,25,51,Semillero,En Pie,18S,594077,9109407,PC 08,
14379,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,95,886,12.313,100,17,51,Aprovechable,En Pie,18S,594388,9109410,PC 08,
14380,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,95,889,9.232,100,14,51,Aprovechable,En Pie,18S,594471,9109389,PC 08,
14381,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,92,895,11.021,120,15,51,Aprovechable,En Pie,18S,594581,9109366,PC 08,
14382,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,92,897,7.466,90,17,51,Aprovechable,En Pie,18S,594756,9109419,PC 08,
14383,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,27,1009,7.742,85,21,51,Aprovechable,En Pie,18S,595082,9113970,PC 08,
14384,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,61,1038,25.469,150,17,51,Aprovechable,En Pie,18S,593385,9111611,PC 08,
14385,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,61,1046,15.442,120,17,51,Aprovechable,En Pie,18S,593792,9111557,PC 08,
14386,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,61,1047,7.511,80,23,51,Aprovechable,En Pie,18S,593799,9111557,PC 08,
14387,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,61,1068,9.21,95,20,51,Aprovechable,En Pie,18S,594464,9111592,PC 08,
14388,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,61,1072,9.525,110,11,51,Aprovechable,En Pie,18S,594628,9111588,PC 08,
14389,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,61,1081,6.467,65,30,51,Semillero,En Pie,18S,595018,9111564,PC 08,
14390,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,61,1083,6.242,90,11,51,Aprovechable,En Pie,18S,595088,9111585,PC 08,
14391,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,61,1089,26.406,142,18,51,Aprovechable,En Pie,18S,595321,9111566,PC 08,
14392,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,38,1110,4.646,70,14,51,Aprovechable,En Pie,18S,593801,9113216,PC 08,
